pl_name,hostname,discoverymethod,disc_year,disc_facility,pl_rade,pl_bmasse,pl_orbper,pl_orbsmax,sy_dist,st_teff,st_rad,st_mass,decade,earth_radius_class,orbital_period_class,distance_class_pc,disc_year_int
Kepler-1580 b,Kepler-1580,Transit,2016.0,Kepler,2.11,5.1,56.6449279,0.33571,1002.02,6228.0,2.15,1.47,2010,Neptune-like 2–6,50–365 days,"1,000–5,000 pc",2016
Kepler-1581 b,Kepler-1581,Transit,2016.0,Kepler,0.8,0.437,6.28385491,0.06865,493.175,6022.0,1.23,1.12,2010,Earth-size 0.5–1.25,3–10 days,100–500 pc,2016
Kepler-1582 b,Kepler-1582,Transit,2016.0,Kepler,1.49,2.83,4.83817712,0.0316,78.8906,3208.0,0.3,0.28,2010,Super-Earth 1.25–2,3–10 days,50–100 pc,2016
Kepler-1583 b,Kepler-1583,Transit,2016.0,Kepler,0.6,0.156,9.32807355,0.08307,403.933,5645.0,0.91,0.94,2010,Earth-size 0.5–1.25,3–10 days,100–500 pc,2016
Kepler-1584 b,Kepler-1584,Transit,2016.0,Kepler,1.61,3.22,13.3997099,0.1168,1416.31,6069.0,1.13,1.1,2010,Super-Earth 1.25–2,10–50 days,"1,000–5,000 pc",2016
Kepler-1585 b,Kepler-1585,Transit,2016.0,Kepler,1.79,3.86,3.5827463,0.0445,944.465,5538.0,0.91,0.94,2010,Super-Earth 1.25–2,3–10 days,"500–1,000 pc",2016
Kepler-1586 b,Kepler-1586,Transit,2016.0,Kepler,1.52,2.92,15.6049212,0.12208,552.55,6681.0,1.75,1.45,2010,Super-Earth 1.25–2,10–50 days,"500–1,000 pc",2016
Kepler-1587 b,Kepler-1587,Transit,2016.0,Kepler,1.33,2.33,9.4060467,0.08747,1026.48,5933.0,1.22,1.08,2010,Super-Earth 1.25–2,3–10 days,"1,000–5,000 pc",2016
Kepler-1588 b,Kepler-1588,Transit,2016.0,Kepler,0.76,0.363,7.84931739,0.07419,924.141,5817.0,0.99,0.96,2010,Earth-size 0.5–1.25,3–10 days,"500–1,000 pc",2016
Kepler-1589 b,Kepler-1589,Transit,2016.0,Kepler,1.09,1.32,0.991665274,0.0205,1513.14,6166.0,1.25,1.18,2010,Earth-size 0.5–1.25,<3 days,"1,000–5,000 pc",2016
Kepler-159 b,Kepler-159,Transit,2014.0,Kepler,2.38,6.26,10.139623,0.082,373.744,4625.0,0.663,0.628,2010,Neptune-like 2–6,10–50 days,100–500 pc,2014
Kepler-159 c,Kepler-159,Transit,2014.0,Kepler,3.41,11.5,43.595792,0.218,373.744,4625.0,0.663,0.628,2010,Neptune-like 2–6,10–50 days,100–500 pc,2014
Kepler-1590 b,Kepler-1590,Transit,2016.0,Kepler,1.14,1.55,7.61760804,0.07116,771.152,6053.0,1.16,1.11,2010,Earth-size 0.5–1.25,3–10 days,"500–1,000 pc",2016
Kepler-1591 b,Kepler-1591,Transit,2016.0,Kepler,1.27,2.15,8.18504949,0.0794,1419.58,6082.0,1.16,1.1,2010,Super-Earth 1.25–2,3–10 days,"1,000–5,000 pc",2016
Kepler-1592 b,Kepler-1592,Transit,2016.0,Kepler,1.54,2.99,3.05710069,0.04,1639.47,6213.0,1.28,1.18,2010,Super-Earth 1.25–2,3–10 days,"1,000–5,000 pc",2016
Kepler-1593 b,Kepler-1593,Transit,2016.0,Kepler,3.17,10.2,174.509835,0.55494,638.249,4995.0,0.77,0.81,2010,Neptune-like 2–6,50–365 days,"500–1,000 pc",2016
Kepler-1594 b,Kepler-1594,Transit,2016.0,Kepler,1.06,1.2,2.71603809,0.0396,976.868,5946.0,1.08,1.06,2010,Earth-size 0.5–1.25,<3 days,"500–1,000 pc",2016
Kepler-1595 b,Kepler-1595,Transit,2016.0,Kepler,1.23,2.04,4.56380468,0.051,845.022,5203.0,0.8,0.84,2010,Earth-size 0.5–1.25,3–10 days,"500–1,000 pc",2016
Kepler-1596 b,Kepler-1596,Transit,2016.0,Kepler,1.9,4.27,66.373379,0.3237,2146.23,5706.0,0.92,0.95,2010,Super-Earth 1.25–2,50–365 days,"1,000–5,000 pc",2016
Kepler-1597 b,Kepler-1597,Transit,2016.0,Kepler,1.06,1.2,2.94654179,0.04136,1221.05,6377.0,1.39,1.25,2010,Earth-size 0.5–1.25,<3 days,"1,000–5,000 pc",2016
Kepler-1598 b,Kepler-1598,Transit,2016.0,Kepler,0.95,0.809,4.34195123,0.05207,619.862,5940.0,1.09,1.07,2010,Earth-size 0.5–1.25,3–10 days,"500–1,000 pc",2016
Kepler-1599 b,Kepler-1599,Transit,2016.0,Kepler,1.62,3.26,122.363553,0.4823,1328.2,5767.0,0.99,0.99,2010,Super-Earth 1.25–2,50–365 days,"1,000–5,000 pc",2016
Kepler-16 b,Kepler-16,Transit,2011.0,Kepler,8.4493,105.833,228.776,0.7048,75.0852,4450.0,0.6489,0.6897,2010,Gas giant 6–15,50–365 days,50–100 pc,2011
Kepler-160 b,Kepler-160,Transit,2014.0,Kepler,1.715,3.59,4.309397,0.05511,937.013,5471.0,1.118,1.003,2010,Super-Earth 1.25–2,3–10 days,"500–1,000 pc",2014
Kepler-160 c,Kepler-160,Transit,2014.0,Kepler,3.76,13.6,13.699429,0.1192,937.013,5471.0,1.118,1.003,2010,Neptune-like 2–6,10–50 days,"500–1,000 pc",2014
Kepler-160 d,Kepler-160,Transit Timing Variations,2020.0,Kepler,,100.0,30.0,0.17,937.013,5471.0,1.118,1.003,2020,Unknown,10–50 days,"500–1,000 pc",2020
Kepler-1600 b,Kepler-1600,Transit,2016.0,Kepler,3.13,9.96,386.370548,0.98141,1030.81,5214.0,0.82,0.86,2010,Neptune-like 2–6,1–10 years,"1,000–5,000 pc",2016
Kepler-1600 c,Kepler-1600,Transit,2021.0,Kepler,1.94206512,4.43,7.298049927,0.06961,1030.81,5119.0,0.834,0.818,2020,Super-Earth 1.25–2,3–10 days,"1,000–5,000 pc",2021
Kepler-1601 b,Kepler-1601,Transit,2016.0,Kepler,0.82,0.477,2.20921951,0.03281,644.456,5869.0,1.07,1.04,2010,Earth-size 0.5–1.25,<3 days,"500–1,000 pc",2016
Kepler-1602 b,Kepler-1602,Transit,2016.0,Kepler,1.34,2.36,11.17931605,0.09744,629.804,6296.0,1.36,1.22,2010,Super-Earth 1.25–2,10–50 days,"500–1,000 pc",2016
Kepler-1603 b,Kepler-1603,Transit,2016.0,Kepler,1.29,2.21,2.27163926,0.0351,2712.58,6241.0,1.31,1.21,2010,Super-Earth 1.25–2,<3 days,"1,000–5,000 pc",2016
Kepler-1604 b,Kepler-1604,Transit,2016.0,Kepler,1.41,2.57,0.683684256,0.01406,541.189,4976.0,0.76,0.81,2010,Super-Earth 1.25–2,<3 days,"500–1,000 pc",2016
Kepler-1605 b,Kepler-1605,Transit,2016.0,Kepler,1.08,1.28,85.7565495,0.36567,546.23,5280.0,0.82,0.86,2010,Earth-size 0.5–1.25,50–365 days,"500–1,000 pc",2016
Kepler-1606 b,Kepler-1606,Transit,2016.0,Kepler,2.07,4.94,196.435224,0.6421,831.287,5422.0,0.86,0.9,2010,Neptune-like 2–6,50–365 days,"500–1,000 pc",2016
Kepler-1607 b,Kepler-1607,Transit,2016.0,Kepler,0.92,0.721,13.6473676,0.11978,1286.1,6116.0,1.21,1.14,2010,Earth-size 0.5–1.25,10–50 days,"1,000–5,000 pc",2016
Kepler-1608 b,Kepler-1608,Transit,2016.0,Kepler,1.73,3.64,16.4735686,0.1126,832.0,4992.0,0.72,0.75,2010,Super-Earth 1.25–2,10–50 days,"500–1,000 pc",2016
Kepler-1609 b,Kepler-1609,Transit,2016.0,Kepler,2.22,5.56,114.34219,0.4679,1826.04,6132.0,1.27,1.18,2010,Neptune-like 2–6,50–365 days,"1,000–5,000 pc",2016
Kepler-161 b,Kepler-161,Transit,2014.0,Kepler,2.12,2.63,4.921355,0.054,434.632,5078.0,0.806,0.853,2010,Neptune-like 2–6,3–10 days,100–500 pc,2014
Kepler-161 c,Kepler-161,Transit,2014.0,Kepler,2.05,3.61,7.06424,0.068,434.632,5078.0,0.806,0.853,2010,Neptune-like 2–6,3–10 days,100–500 pc,2014
Kepler-1610 b,Kepler-1610,Transit,2016.0,Kepler,1.61,3.22,8.70181574,0.0777,864.331,5383.0,0.87,0.91,2010,Super-Earth 1.25–2,3–10 days,"500–1,000 pc",2016
Kepler-1610 c,Kepler-1610,Transit,2023.0,Kepler,2.09,5.02,44.9851885,0.2323,864.331,5295.0,0.8,0.825,2020,Neptune-like 2–6,10–50 days,"500–1,000 pc",2023
Kepler-1611 b,Kepler-1611,Transit,2016.0,Kepler,0.81,0.457,5.1762429,0.0586,908.444,5605.0,0.93,0.94,2010,Earth-size 0.5–1.25,3–10 days,"500–1,000 pc",2016
Kepler-1612 b,Kepler-1612,Transit,2016.0,Kepler,1.03,1.08,3.91795101,0.0482,764.726,5643.0,0.94,0.96,2010,Earth-size 0.5–1.25,3–10 days,"500–1,000 pc",2016
Kepler-1613 b,Kepler-1613,Transit,2016.0,Kepler,2.08,4.98,1.5184299,0.02755,1508.33,6005.0,1.12,1.08,2010,Neptune-like 2–6,<3 days,"1,000–5,000 pc",2016
Kepler-1614 b,Kepler-1614,Transit,2016.0,Kepler,1.49,2.83,3.9466141,0.0471,1191.19,5121.0,0.76,0.79,2010,Super-Earth 1.25–2,3–10 days,"1,000–5,000 pc",2016
Kepler-1615 b,Kepler-1615,Transit,2016.0,Kepler,2.06,4.9,47.3126192,0.2788,1393.83,5865.0,1.05,1.04,2010,Neptune-like 2–6,10–50 days,"1,000–5,000 pc",2016
Kepler-1616 b,Kepler-1616,Transit,2016.0,Kepler,1.02,1.04,6.76284377,0.07318,1137.81,6266.0,1.34,1.21,2010,Earth-size 0.5–1.25,3–10 days,"1,000–5,000 pc",2016
Kepler-1617 b,Kepler-1617,Transit,2016.0,Kepler,1.2,1.87,27.4785572,0.17707,898.31,6167.0,1.22,1.15,2010,Earth-size 0.5–1.25,10–50 days,"500–1,000 pc",2016
Kepler-1618 b,Kepler-1618,Transit,2016.0,Kepler,1.26,2.13,6.10826019,0.07109,1229.25,6620.0,1.65,1.41,2010,Super-Earth 1.25–2,3–10 days,"1,000–5,000 pc",2016
Kepler-1619 b,Kepler-1619,Transit,2016.0,Kepler,0.76,0.363,23.6225913,0.15413,734.85,5852.0,1.0,1.0,2010,Earth-size 0.5–1.25,10–50 days,"500–1,000 pc",2016
Kepler-162 b,Kepler-162,Transit,2014.0,Kepler,1.26,2.13,6.919798,0.069,855.641,5816.0,0.958,1.053,2010,Super-Earth 1.25–2,3–10 days,"500–1,000 pc",2014
Kepler-162 c,Kepler-162,Transit,2014.0,Kepler,3.03,9.43,19.446355,0.137,855.641,5816.0,0.958,1.053,2010,Neptune-like 2–6,10–50 days,"500–1,000 pc",2014
Kepler-1620 b,Kepler-1620,Transit,2016.0,Kepler,1.61,3.22,101.951829,0.4322,895.069,6157.0,1.23,1.15,2010,Super-Earth 1.25–2,50–365 days,"500–1,000 pc",2016
Kepler-1621 b,Kepler-1621,Transit,2016.0,Kepler,2.16,5.31,92.263714,0.4204,1631.66,6158.0,1.24,1.15,2010,Neptune-like 2–6,50–365 days,"1,000–5,000 pc",2016
Kepler-1622 b,Kepler-1622,Transit,2016.0,Kepler,1.47,2.76,10.8118737,0.10136,796.477,6436.0,1.5,1.31,2010,Super-Earth 1.25–2,10–50 days,"500–1,000 pc",2016
Kepler-1623 b,Kepler-1623,Transit,2016.0,Kepler,1.31,2.27,4.36128348,0.0518,837.481,5772.0,1.0,1.0,2010,Super-Earth 1.25–2,3–10 days,"500–1,000 pc",2016
Kepler-1624 b,Kepler-1624,Transit,2016.0,Kepler,6.59,35.3,3.290314,0.0327,258.979,3768.0,0.552,0.541,2010,Gas giant 6–15,3–10 days,100–500 pc,2016
Kepler-1625 b,Kepler-1625,Transit,2016.0,Kepler,6.06,30.6,287.378949,0.87762,2310.11,5677.0,0.94,0.96,2010,Gas giant 6–15,50–365 days,"1,000–5,000 pc",2016
Kepler-1626 b,Kepler-1626,Transit,2016.0,Kepler,2.02,4.74,4.13962966,0.0537,1368.83,6826.0,1.85,1.51,2010,Neptune-like 2–6,3–10 days,"1,000–5,000 pc",2016
Kepler-1627 b,Kepler-1627,Transit,2016.0,Kepler,3.69,13.2,7.20283653,0.0643,317.437,5445.0,0.84,0.87,2010,Neptune-like 2–6,3–10 days,100–500 pc,2016
Kepler-1628 b,Kepler-1628,Transit,2016.0,Kepler,6.43,33.8,76.378033,0.2952,352.0,3724.0,0.52,0.55,2010,Gas giant 6–15,50–365 days,100–500 pc,2016
Kepler-1629 b,Kepler-1629,Transit,2016.0,Kepler,0.77,0.381,3.87595807,0.0485,336.09,5776.0,1.01,1.01,2010,Earth-size 0.5–1.25,3–10 days,100–500 pc,2016
Kepler-163 b,Kepler-163,Transit,2014.0,Kepler,1.05,1.16,7.810937,0.078,689.814,5776.0,0.917,0.882,2010,Earth-size 0.5–1.25,3–10 days,"500–1,000 pc",2014
Kepler-163 c,Kepler-163,Transit,2014.0,Kepler,2.26,5.73,21.347262,0.152,689.814,5776.0,0.917,0.882,2010,Neptune-like 2–6,10–50 days,"500–1,000 pc",2014
Kepler-1630 b,Kepler-1630,Transit,2016.0,Kepler,2.19,5.43,509.997402,1.1218,331.213,4736.0,0.63,0.66,2010,Neptune-like 2–6,1–10 years,100–500 pc,2016
Kepler-1631 b,Kepler-1631,Transit,2016.0,Kepler,1.35,2.39,4.09513932,0.0511,1305.99,5679.0,0.95,0.97,2010,Super-Earth 1.25–2,3–10 days,"1,000–5,000 pc",2016
Kepler-1632 b,Kepler-1632,Transit,2016.0,Kepler,2.47,6.66,448.303558,0.6762,716.76,6137.0,1.19,1.12,2010,Neptune-like 2–6,1–10 years,"500–1,000 pc",2016
Kepler-1633 b,Kepler-1633,Transit,2016.0,Kepler,1.58,3.12,186.404271,0.3875,1114.91,6256.0,1.32,1.2,2010,Super-Earth 1.25–2,50–365 days,"1,000–5,000 pc",2016
Kepler-1634 b,Kepler-1634,Transit,2016.0,Kepler,3.19,10.3,374.876239,1.0525,617.339,5474.0,0.89,0.92,2010,Neptune-like 2–6,1–10 years,"500–1,000 pc",2016
Kepler-1635 b,Kepler-1635,Transit,2016.0,Kepler,3.64,12.9,469.63111,1.12664,1069.45,5347.0,0.85,0.89,2010,Neptune-like 2–6,1–10 years,"1,000–5,000 pc",2016
Kepler-1636 b,Kepler-1636,Transit,2016.0,Kepler,3.23,10.5,425.47785,1.12191,1947.54,5797.0,1.02,1.01,2010,Neptune-like 2–6,1–10 years,"1,000–5,000 pc",2016
Kepler-1637 b,Kepler-1637,Transit,2016.0,Kepler,0.89,0.64,6.10960324,0.0596,567.187,5789.0,1.02,1.02,2010,Earth-size 0.5–1.25,3–10 days,"500–1,000 pc",2016
Kepler-1638 b,Kepler-1638,Transit,2016.0,Kepler,1.87,4.16,259.33683,0.745,1525.52,5710.0,0.95,0.97,2010,Super-Earth 1.25–2,50–365 days,"1,000–5,000 pc",2016
Kepler-1639 b,Kepler-1639,Transit,2016.0,Kepler,2.58,7.18,9.878482,0.0932,1031.31,6150.0,1.18,1.12,2010,Neptune-like 2–6,3–10 days,"1,000–5,000 pc",2016
Kepler-164 b,Kepler-164,Transit,2014.0,Kepler,1.41,2.57,5.03503,0.058,890.758,5888.0,1.148,1.036,2010,Super-Earth 1.25–2,3–10 days,"500–1,000 pc",2014
Kepler-164 c,Kepler-164,Transit,2014.0,Kepler,2.73,7.9,10.945723,0.097,890.758,5888.0,1.148,1.036,2010,Neptune-like 2–6,10–50 days,"500–1,000 pc",2014
Kepler-164 d,Kepler-164,Transit,2014.0,Kepler,2.45,6.57,28.986769,0.187,890.758,5888.0,1.148,1.036,2010,Neptune-like 2–6,10–50 days,"500–1,000 pc",2014
Kepler-164 e,Kepler-164,Transit,2023.0,Kepler,4.24,16.7,94.886902,0.4025,890.758,5888.0,1.097,0.966,2020,Neptune-like 2–6,50–365 days,"500–1,000 pc",2023
Kepler-1640 b,Kepler-1640,Transit,2016.0,Kepler,4.82,20.7,7.5844126,0.0836,1859.78,6324.0,1.43,1.27,2010,Neptune-like 2–6,3–10 days,"1,000–5,000 pc",2016
Kepler-1641 b,Kepler-1641,Transit,2016.0,Kepler,3.11,9.85,19.672266,0.1473,860.37,6152.0,1.19,1.12,2010,Neptune-like 2–6,10–50 days,"500–1,000 pc",2016
Kepler-1641 c,Kepler-1641,Transit,2016.0,Kepler,2.95,9.01,32.657212,0.2065,860.37,6152.0,1.19,1.12,2010,Neptune-like 2–6,10–50 days,"500–1,000 pc",2016
Kepler-1642 b,Kepler-1642,Transit,2016.0,Kepler,3.2,10.3,12.2057513,0.1016,413.873,5355.0,0.84,0.88,2010,Neptune-like 2–6,10–50 days,100–500 pc,2016
Kepler-1642 c,Kepler-1642,Transit,2016.0,Kepler,2.66,7.56,6.6513802,0.0678,413.873,5355.0,0.84,0.88,2010,Neptune-like 2–6,3–10 days,100–500 pc,2016
Kepler-1643 b,Kepler-1643,Transit,2016.0,Kepler,2.32,5.99,5.342657,0.0531,341.774,4916.0,0.855,0.845,2010,Neptune-like 2–6,3–10 days,100–500 pc,2016
Kepler-1644 b,Kepler-1644,Transit,2016.0,Kepler,1.88,4.19,21.0907758,0.142,629.27,5499.0,0.86,0.89,2010,Super-Earth 1.25–2,10–50 days,"500–1,000 pc",2016
Kepler-1645 b,Kepler-1645,Transit,2016.0,Kepler,1.78,3.82,16.1779561,0.1285,1202.47,5812.0,1.02,1.02,2010,Super-Earth 1.25–2,10–50 days,"1,000–5,000 pc",2016
Kepler-1646 b,Kepler-1646,Transit,2016.0,Kepler,1.23,2.04,4.48558383,0.0295,127.591,3299.0,0.26,0.24,2010,Earth-size 0.5–1.25,3–10 days,100–500 pc,2016
Kepler-1647 b,Kepler-1647,Transit,2016.0,Kepler,11.8739,483.0,1107.5923,2.7205,1212.45,6210.0,1.7903,1.2207,2010,Gas giant 6–15,1–10 years,"1,000–5,000 pc",2016
Kepler-1649 b,Kepler-1649,Transit,2017.0,Kepler,1.017,1.03,8.689099,0.0514,92.1913,3240.0,0.2317,0.1977,2010,Earth-size 0.5–1.25,3–10 days,50–100 pc,2017
Kepler-1649 c,Kepler-1649,Transit,2020.0,Kepler,1.06,1.2,19.53527,0.0649,92.1913,3240.0,0.2317,0.1977,2020,Earth-size 0.5–1.25,10–50 days,50–100 pc,2020
Kepler-165 b,Kepler-165,Transit,2014.0,Kepler,2.32,5.99,8.180848,0.072,560.885,5211.0,0.77,0.746,2010,Neptune-like 2–6,3–10 days,"500–1,000 pc",2014
Kepler-165 c,Kepler-165,Transit,2014.0,Kepler,2.23,5.6,15.31299,0.11,560.885,5211.0,0.77,0.746,2010,Neptune-like 2–6,10–50 days,"500–1,000 pc",2014
Kepler-1650 b,Kepler-1650,Transit,2017.0,Kepler,0.96,0.84,1.53818001,0.0167,134.397,3410.0,0.334,0.326,2010,Earth-size 0.5–1.25,<3 days,100–500 pc,2017
Kepler-1651 b,Kepler-1651,Transit,2017.0,Kepler,1.84,4.04,9.87863917,0.0692,66.4074,3713.0,0.503,0.522,2010,Super-Earth 1.25–2,3–10 days,50–100 pc,2017
Kepler-1652 b,Kepler-1652,Transit,2017.0,Kepler,1.6,3.19,38.09722,0.1654,252.0,3638.0,0.382,0.404,2010,Super-Earth 1.25–2,10–50 days,100–500 pc,2017
Kepler-1653 b,Kepler-1653,Transit,2017.0,Kepler,2.17,5.35,140.2524,0.4706,755.0,4807.0,0.693,0.719,2010,Neptune-like 2–6,50–365 days,"500–1,000 pc",2017
Kepler-1654 b,Kepler-1654,Transit,2018.0,Kepler,9.180171,158.915,1047.8356,2.026,568.117,5597.0,1.179,1.011,2010,Gas giant 6–15,1–10 years,"500–1,000 pc",2018
Kepler-1655 b,Kepler-1655,Transit,2018.0,Kepler,2.213,5.4,11.8728787,0.1029,213.26,6148.0,1.03,1.03,2010,Neptune-like 2–6,10–50 days,100–500 pc,2018
Kepler-1656 b,Kepler-1656,Transit,2018.0,Kepler,4.574,47.8,31.562,0.1974,185.875,5569.0,1.1,1.03,2010,Neptune-like 2–6,10–50 days,100–500 pc,2018
Kepler-1656 c,Kepler-1656,Radial Velocity,2022.0,W. M. Keck Observatory,14.0,126.4,1919.0,3.053,185.875,5569.0,1.1,1.03,2020,Gas giant 6–15,1–10 years,100–500 pc,2022
Kepler-166 b,Kepler-166,Transit,2014.0,Kepler,2.27,5.77,7.650254,0.072,603.53,5413.0,0.742,0.811,2010,Neptune-like 2–6,3–10 days,"500–1,000 pc",2014
Kepler-166 c,Kepler-166,Transit,2014.0,Kepler,2.38,6.26,34.260281,0.195,603.53,5413.0,0.742,0.811,2010,Neptune-like 2–6,10–50 days,"500–1,000 pc",2014
Kepler-166 d,Kepler-166,Transit,2016.0,Kepler,1.73,3.64,1.554003928,0.02449,603.53,5350.0,0.83,0.88,2010,Super-Earth 1.25–2,<3 days,"500–1,000 pc",2016
Kepler-1660 AB b,Kepler-1660 A,Eclipse Timing Variations,2023.0,Kepler,12.9,1586.59940774,239.5044,0.8,1188.54,6305.24,1.491,1.1366,2020,Gas giant 6–15,50–365 days,"1,000–5,000 pc",2023
Kepler-1661 b,Kepler-1661,Transit,2020.0,Kepler,3.87,17.0,175.06,0.633,410.607,5100.0,0.762,0.841,2020,Neptune-like 2–6,50–365 days,100–500 pc,2020
Kepler-1663 b,Kepler-1663,Transit,2020.0,Kepler,3.30395896,10.9,17.6046,0.1072,337.926,3844.0,0.62859,0.610816,2020,Neptune-like 2–6,10–50 days,100–500 pc,2020
Kepler-1664 b,Kepler-1664,Transit,2020.0,Kepler,3.03320653,9.45,14.3868,0.1137,626.691,5735.81,1.072,0.944,2020,Neptune-like 2–6,10–50 days,"500–1,000 pc",2020
Kepler-1665 b,Kepler-1665,Transit,2020.0,Kepler,2.83910787,8.44,11.9548,0.096,335.515,5049.84,0.777785,0.842,2020,Neptune-like 2–6,10–50 days,100–500 pc,2020
Kepler-1666 b,Kepler-1666,Transit,2020.0,Kepler,2.88273782,8.66,25.8476,0.1761,1379.37,6293.0,1.14586,1.23,2020,Neptune-like 2–6,10–50 days,"1,000–5,000 pc",2020
Kepler-1666 c,Kepler-1666,Transit,2020.0,Kepler,3.23564749,10.5,40.7157,0.2383,1379.37,6293.0,1.14586,1.23,2020,Neptune-like 2–6,10–50 days,"1,000–5,000 pc",2020
Kepler-1667 b,Kepler-1667,Transit,2020.0,Kepler,2.98385261,9.19,83.5781,0.35905,626.819,5941.54,1.08751,1.09,2020,Neptune-like 2–6,50–365 days,"500–1,000 pc",2020
Kepler-1668 b,Kepler-1668,Transit,2020.0,Kepler,4.34764405,17.4,15.434,0.124,1335.64,5542.0,1.01738,0.98,2020,Neptune-like 2–6,10–50 days,"1,000–5,000 pc",2020
Kepler-1669 b,Kepler-1669,Transit,2020.0,Kepler,2.78043818,8.15,9.51216,0.0745,543.444,4303.0,0.714145,0.67,2020,Neptune-like 2–6,3–10 days,"500–1,000 pc",2020
Kepler-1669 c,Kepler-1669,Transit,2021.0,Kepler,1.90120972,4.27,1.609320045,0.0228,543.444,4224.0,0.603,0.609,2020,Super-Earth 1.25–2,<3 days,"500–1,000 pc",2021
Kepler-1669 d,Kepler-1669,Transit,2023.0,Kepler,1.22,1.98,4.72941177,0.0468,543.444,4224.0,0.603,0.609,2020,Earth-size 0.5–1.25,3–10 days,"500–1,000 pc",2023
Kepler-167 b,Kepler-167,Transit,2014.0,Kepler,1.718,3.6,4.3931539,0.04825,341.908,4884.0,0.749,0.777,2010,Super-Earth 1.25–2,3–10 days,100–500 pc,2014
Kepler-167 c,Kepler-167,Transit,2014.0,Kepler,1.674,3.44,7.406106,0.0684,341.908,4884.0,0.749,0.777,2010,Super-Earth 1.25–2,3–10 days,100–500 pc,2014
Kepler-167 d,Kepler-167,Transit,2016.0,Kepler,1.238,2.06,21.80379,0.1404,341.908,4884.0,0.749,0.777,2010,Earth-size 0.5–1.25,10–50 days,100–500 pc,2016
Kepler-167 e,Kepler-167,Transit,2016.0,Kepler,10.16,321.00669107,1071.23205,1.883,341.908,4884.0,0.749,0.777,2010,Gas giant 6–15,1–10 years,100–500 pc,2016
Kepler-1670 b,Kepler-1670,Transit,2020.0,Kepler,3.3564801,11.2,20.4998,0.1528,2065.98,5838.0,1.51889,1.05,2020,Neptune-like 2–6,10–50 days,"1,000–5,000 pc",2020
Kepler-1671 b,Kepler-1671,Transit,2020.0,Kepler,1.32557381,2.32,4.16787,0.04946,357.059,5135.55,0.929771,0.866,2020,Super-Earth 1.25–2,3–10 days,100–500 pc,2020
Kepler-1672 b,Kepler-1672,Transit,2020.0,Kepler,2.97022762,9.11,150.878,0.55374,391.181,6131.95,1.08841,1.16,2020,Neptune-like 2–6,50–365 days,100–500 pc,2020
Kepler-1673 b,Kepler-1673,Transit,2020.0,Kepler,2.9355194,8.93,33.7888,0.21363,727.187,6014.95,1.13166,1.11,2020,Neptune-like 2–6,10–50 days,"500–1,000 pc",2020
Kepler-1674 b,Kepler-1674,Transit,2020.0,Kepler,3.2057749,10.4,62.5611,0.3017,1012.48,5473.91,0.877273,0.96,2020,Neptune-like 2–6,50–365 days,"1,000–5,000 pc",2020
Kepler-1675 b,Kepler-1675,Transit,2020.0,Kepler,3.12483349,9.93,63.0382,0.32185,651.117,5853.19,1.12865,1.06,2020,Neptune-like 2–6,50–365 days,"500–1,000 pc",2020
Kepler-1676 b,Kepler-1676,Transit,2020.0,Kepler,3.3769596,11.3,29.9221,0.1954,,5878.3,1.06066,1.07,2020,Neptune-like 2–6,10–50 days,Unknown,2020
Kepler-1677 b,Kepler-1677,Transit,2020.0,Kepler,2.70216183,7.76,22.064,0.1599,735.369,6013.72,1.24959,1.11,2020,Neptune-like 2–6,10–50 days,"500–1,000 pc",2020
Kepler-1678 b,Kepler-1678,Transit,2020.0,Kepler,3.30422249,10.9,147.974,0.5302,847.339,5754.0,0.834976,1.03,2020,Neptune-like 2–6,50–365 days,"500–1,000 pc",2020
Kepler-1679 b,Kepler-1679,Transit,2020.0,Kepler,2.0692036,4.93,9.75376,0.0892,909.28,5501.0,0.873196,0.96,2020,Neptune-like 2–6,3–10 days,"500–1,000 pc",2020
Kepler-168 b,Kepler-168,Transit,2014.0,Kepler,1.46,2.73,4.425391,0.056,1343.6,6282.0,1.107,1.113,2010,Super-Earth 1.25–2,3–10 days,"1,000–5,000 pc",2014
Kepler-168 c,Kepler-168,Transit,2014.0,Kepler,2.69,7.7,13.193242,0.116,1343.6,6282.0,1.107,1.113,2010,Neptune-like 2–6,10–50 days,"1,000–5,000 pc",2014
Kepler-1680 b,Kepler-1680,Transit,2020.0,Kepler,1.35954736,2.42,8.77424,0.07642,310.315,5021.0,0.723259,0.834,2020,Super-Earth 1.25–2,3–10 days,100–500 pc,2020
Kepler-1681 b,Kepler-1681,Transit,2020.0,Kepler,2.55321772,7.05,69.8956,0.32,758.3,5756.4,0.759,0.893,2020,Neptune-like 2–6,50–365 days,"500–1,000 pc",2020
Kepler-1682 b,Kepler-1682,Transit,2020.0,Kepler,2.88940836,8.7,14.8334,0.1134,1159.85,5619.12,0.842301,0.99,2020,Neptune-like 2–6,10–50 days,"1,000–5,000 pc",2020
Kepler-1683 b,Kepler-1683,Transit,2020.0,Kepler,1.87477762,4.17,15.0337,0.1182,733.143,5429.0,0.900327,0.95,2020,Super-Earth 1.25–2,10–50 days,"500–1,000 pc",2020
Kepler-1684 b,Kepler-1684,Transit,2020.0,Kepler,2.87084792,8.6,47.7055,0.2253,621.996,4706.54,0.666755,0.75,2020,Neptune-like 2–6,10–50 days,"500–1,000 pc",2020
